"","","mag.vec1","mag.vec2","mag.vec3","mag.vec4"
"696",2003.73076923077,5.7,5.55,3,3
"697",2003.76923076923,3,3,3,3
"698",2003.80769230769,3,3,3,3
"699",2003.84615384615,3,3,3,3
"700",2003.88461538462,3,4.9,3,3
"701",2003.92307692308,5.2,3,3,3
"702",2003.96153846154,6.8,5.64,3,3
"703",2004,5.325,5.2,3,3
"704",2004.03846153846,5.4,3,3,3
"705",2004.07692307692,3,3,3,3
"706",2004.11538461538,5,5.4,3,3
"707",2004.15384615385,5.3,5.3,3,3
"708",2004.19230769231,3,3,3,3
"709",2004.23076923077,3,3,3,3
"710",2004.26923076923,3,3,3,3
"711",2004.30769230769,3,3,3,3
"712",2004.34615384615,3,5.2,3,3
"713",2004.38461538462,5.33333333333333,5.66,3,3
"714",2004.42307692308,3,4.85,3,3
"715",2004.46153846154,3,3,3,3
"716",2004.5,5.2,3,3,3
"717",2004.53846153846,5.2,3,3,3
"718",2004.57692307692,3,3,3,3
"719",2004.61538461538,3,3,3,3
"720",2004.65384615385,5.3,3,3,3
"721",2004.69230769231,3,5.2,3,3
"722",2004.73076923077,5.3,5.3,3,3
"723",2004.76923076923,3,5,3,3
"724",2004.80769230769,5.1,6,3,3
"725",2004.84615384615,3,3,3,3
"726",2004.88461538462,5.65,3,3,3
"727",2004.92307692308,4.9,3,3,3
"728",2004.96153846154,5.1,3,3,3
"729",2005,5.6,3,3,3
"730",2005.03846153846,3,3,3,3
"731",2005.07692307692,3,5.2,3,3
"732",2005.11538461538,5,3,3,3
"733",2005.15384615385,5.4,3,3,3
"734",2005.19230769231,5.43333333333333,5.7,3,3
"735",2005.23076923077,3,3,3,3
"736",2005.26923076923,3,3,3,3
"737",2005.30769230769,3,3,3,3
"738",2005.34615384615,5.3,3,3,3
"739",2005.38461538462,3,3,3,3
"740",2005.42307692308,3,5.4,3,3
"741",2005.46153846154,5.03333333333333,3,3,3
"742",2005.5,3,3,3,3
"743",2005.53846153846,3,3,3,3
"744",2005.57692307692,3,5.2,3,3
"745",2005.61538461538,4.8,4.9,3,3
"746",2005.65384615385,3,4.7,3,3
"747",2005.69230769231,5.75,5.2,3,3
"748",2005.73076923077,4.95,5.1,3,3
"749",2005.76923076923,4.7,3,3,3
"750",2005.80769230769,6.4,4.9,3,3
"751",2005.84615384615,3,3,3,3
"752",2005.88461538462,4.7,3,3,3
"753",2005.92307692308,5.17142857142857,3,3,3
"754",2005.96153846154,4.9,4.9,3,3
"755",2006,3,3,3,3
"756",2006.03846153846,3,3,3,3
"757",2006.07692307692,4.8,3,3,3
"758",2006.11538461538,3,3,3,3
"759",2006.15384615385,4.8,3,3,3
"760",2006.19230769231,3,3,3,3
"761",2006.23076923077,3,3,3,3
"762",2006.26923076923,4.9,5.7,3,3
"763",2006.30769230769,5.45,5.3,3,3
"764",2006.34615384615,5.2,5.33333333333333,3,3
"765",2006.38461538462,4.9,5,3,3
"766",2006.42307692308,4.8,5.275,3,3
"767",2006.46153846154,4.96666666666667,4.85,3,3
"768",2006.5,4.8,4.7,3,3
"769",2006.53846153846,3,3,3,3
"770",2006.57692307692,5.85,5.1,3,3
"771",2006.61538461538,5.45,5.2,3,3
"772",2006.65384615385,5.4,3,3,3
"773",2006.69230769231,5.5,5.5,3,3
"774",2006.73076923077,3,3,3,3
"775",2006.76923076923,3,3,3,3
"776",2006.80769230769,5.7,5.43333333333333,3,3
"777",2006.84615384615,4.9,3,3,3
"778",2006.88461538462,5.86666666666667,5.2,3,3
"779",2006.92307692308,4.9,3,3,3
"780",2006.96153846154,5.43333333333333,3,3,3
"781",2007,5.55,6.525,3,3
"782",2007.03846153846,3,3,3,3
"783",2007.07692307692,5.6,6,3,3
"784",2007.11538461538,3,4.85,3,3
"785",2007.15384615385,5.3,3,3,3
"786",2007.19230769231,5.1,5.25,3,3
"787",2007.23076923077,3,3,3,3
"788",2007.26923076923,3,3,3,3
"789",2007.30769230769,5.73076923076923,5.2,3,3
"790",2007.34615384615,5.45,5.2,3,3
"791",2007.38461538462,4.8,3,3,3
"792",2007.42307692308,3,3,3,3
"793",2007.46153846154,3,3,3,3
"794",2007.5,3,5.1,3,3
"795",2007.53846153846,4.8,3,3,3
"796",2007.57692307692,3,5.05,3,3
"797",2007.61538461538,5.55714285714286,3,3,3
"798",2007.65384615385,5.15,3,3,3
"799",2007.69230769231,6.2,3,3,3
"800",2007.73076923077,5.1,5.3,3,3
"801",2007.76923076923,3,3,3,3
"802",2007.80769230769,5.23333333333333,5,3,3
"803",2007.84615384615,4.9,3,3,3
"804",2007.88461538462,3,5.2,3,3
"805",2007.92307692308,3,5,3,3
"806",2007.96153846154,3,3,3,3
"807",2008,3,5.2,3,3
"808",2008.03846153846,3,5.65,3,3
"809",2008.07692307692,3,3,3,3
"810",2008.11538461538,5.1,3,3,3
"811",2008.15384615385,5.3,5.2,3,3
"812",2008.19230769231,4.9,5.66666666666667,3,3
"813",2008.23076923077,3,3,3,3
"814",2008.26923076923,3,5.4125,3,3
"815",2008.30769230769,5,5,3,3
"816",2008.34615384615,5.15,5.32,3,3
"817",2008.38461538462,5.4,5.2,3,3
"818",2008.42307692308,4.8,5.6,3,3
"819",2008.46153846154,3,4.9,3,3
"820",2008.5,3,3,3,3
"821",2008.53846153846,5.61666666666667,5.525,3,3
"822",2008.57692307692,3,3,3,3
"823",2008.61538461538,5.2,5,3,3
"824",2008.65384615385,3,3,3,3
"825",2008.69230769231,3,5.5,3,3
"826",2008.73076923077,5.3,3,3,3
"827",2008.76923076923,3,4.9,3,3
"828",2008.80769230769,3,3,3,3
"829",2008.84615384615,3,5,3,3
"830",2008.88461538462,3,3,3,3
"831",2008.92307692308,5.2,3,3,3
"832",2008.96153846154,5.2,5,3,3
