"","","mag.vec1","mag.vec2","mag.vec3","mag.vec4"
"89",1980.38461538462,3,3,3,3
"90",1980.42307692308,3,3,3,3
"91",1980.46153846154,3,3,3,3
"92",1980.5,3,3,3,3
"93",1980.53846153846,5.5,3,3,3
"94",1980.57692307692,3,3,3,3
"95",1980.61538461538,3,3,3,3
"96",1980.65384615385,3,3,3,3
"97",1980.69230769231,3,3,3,3
"98",1980.73076923077,3,3,3,3
"99",1980.76923076923,5.9,3,3,3
"100",1980.80769230769,5.5,3,3,3
"101",1980.84615384615,3,3,3,3
"102",1980.88461538462,5.8,3,3,3
"103",1980.92307692308,3,3,3,3
"104",1980.96153846154,3,3,3,3
"105",1981,3,3,3,6.9
"106",1981.03846153846,3,6,3,3
"107",1981.07692307692,5.9,3,3,3
"108",1981.11538461538,5.6,3,3,3
"109",1981.15384615385,5.45,5.6,3,3
"110",1981.19230769231,3,6,3,3
"111",1981.23076923077,3,3,3,3
"112",1981.26923076923,3,3,3,3
"113",1981.30769230769,5.8,3,3,3
"114",1981.34615384615,3,3,3,3
"115",1981.38461538462,3,3,3,3
"116",1981.42307692308,3,5.3,3,3
"117",1981.46153846154,3,3,3,3
"118",1981.5,3,5.2,3,3
"119",1981.53846153846,3,3,3,3
"120",1981.57692307692,3,3,3,3
"121",1981.61538461538,5.5,3,3,3
"122",1981.65384615385,3,3,3,3
"123",1981.69230769231,3,3,3,3
"124",1981.73076923077,3,3,3,3
"125",1981.76923076923,3,3,3,3
"126",1981.80769230769,3,3,3,3
"127",1981.84615384615,5.2,3,3,3
"128",1981.88461538462,5.2,3,3,3
"129",1981.92307692308,3,6.4,3,3
"130",1981.96153846154,6.4,6.5,3,3
"131",1982,3,3,3,3
"132",1982.03846153846,3,5.3,3,3
"133",1982.07692307692,6,3,3,3
"134",1982.11538461538,3,3,3,3
"135",1982.15384615385,3,3,3,3
"136",1982.19230769231,3,3,3,3
"137",1982.23076923077,3,3,3,3
"138",1982.26923076923,3,3,3,3
"139",1982.30769230769,3,5.75,3,3
"140",1982.34615384615,3,3,3,3
"141",1982.38461538462,3,3,3,3
"142",1982.42307692308,3,3,3,3
"143",1982.46153846154,3,3,3,3
"144",1982.5,3,3,3,3
"145",1982.53846153846,3,3,3,3
"146",1982.57692307692,3,3,3,3
"147",1982.61538461538,3,3,3,3
"148",1982.65384615385,3,3,3,3
"149",1982.69230769231,3,3,3,3
"150",1982.73076923077,3,3,3,3
"151",1982.76923076923,3,3,3,3
"152",1982.80769230769,5.9,3,3,3
"153",1982.84615384615,3,5.5,3,3
"154",1982.88461538462,3,3,3,3
"155",1982.92307692308,3,3,3,3
"156",1982.96153846154,3,6.45,3,3
"157",1983,3,5.8,3,3
"158",1983.03846153846,3,3,3,3
"159",1983.07692307692,3,3,3,3
"160",1983.11538461538,5.4,3,3,3
"161",1983.15384615385,3,3,3,3
"162",1983.19230769231,3,3,3,3
"163",1983.23076923077,3,3,3,3
"164",1983.26923076923,3,3,3,3
"165",1983.30769230769,3,3,3,3
"166",1983.34615384615,5.8,5.8,3,3
"167",1983.38461538462,3,5.7,3,3
"168",1983.42307692308,3,3,3,3
"169",1983.46153846154,3,3,3,3
"170",1983.5,6.23333333333333,5.875,5.8,3
"171",1983.53846153846,3,3,3,3
"172",1983.57692307692,3,3,3,3
"173",1983.61538461538,5.9,5.8,3,3
"174",1983.65384615385,3,6.6,3,3
"175",1983.69230769231,5.55,3,3,3
"176",1983.73076923077,6.23333333333333,5.5,3,3
"177",1983.76923076923,5.1,5.5,3,3
"178",1983.80769230769,3,3,3,3
"179",1983.84615384615,3,3,3,3
"180",1983.88461538462,3,3,3,3
"181",1983.92307692308,3,3,3,3
"182",1983.96153846154,3,3,3,3
"183",1984,3,3,3,3
"184",1984.03846153846,5.2,3,3,3
"185",1984.07692307692,5.6,3,3,3
"186",1984.11538461538,3,3,5.5,3
"187",1984.15384615385,3,3,3,3
"188",1984.19230769231,3,5.4,3,3
"189",1984.23076923077,5.3,3,3,3
"190",1984.26923076923,5.9,3,3,3
"191",1984.30769230769,5.2,3,3,3
"192",1984.34615384615,3,3,3,3
"193",1984.38461538462,3,3,3,3
"194",1984.42307692308,5.6,3,3,3
"195",1984.46153846154,3,3,3,3
"196",1984.5,3,3,3,3
"197",1984.53846153846,3,3,3,3
"198",1984.57692307692,5.85,3,3,3
"199",1984.61538461538,5.5,3,3,3
"200",1984.65384615385,5.7,3,3,3
"201",1984.69230769231,5.2,3,3,3
"202",1984.73076923077,3,5.8,3,3
"203",1984.76923076923,5.5,3,3,3
"204",1984.80769230769,3,3,3,3
"205",1984.84615384615,3,3,3,3
"206",1984.88461538462,3,5.5,3,3
"207",1984.92307692308,3,5.2,3,3
"208",1984.96153846154,5.3,3,3,3
"209",1985,3,5.6,3,3
"210",1985.03846153846,5.3,5.4,3,3
"211",1985.07692307692,3,3,3,3
"212",1985.11538461538,3,3,3,3
"213",1985.15384615385,6.05,5.6,3,3
"214",1985.19230769231,5.2,3,3,3
"215",1985.23076923077,3,3,3,3
"216",1985.26923076923,3,3,3,3
"217",1985.30769230769,3,3,3,3
"218",1985.34615384615,3,6.6,3,3
"219",1985.38461538462,3,3,3,3
"220",1985.42307692308,5.2,3,3,3
"221",1985.46153846154,3,5.9,3,3
"222",1985.5,5.5,3,3,3
"223",1985.53846153846,3,3,3,3
"224",1985.57692307692,3,3,3,3
"225",1985.61538461538,3,5.9,3,3
"226",1985.65384615385,3,3,3,3
"227",1985.69230769231,3,3,3,3
"228",1985.73076923077,5.4,3,3,3
"229",1985.76923076923,3,3,3,3
"230",1985.80769230769,3,3,3,3
"231",1985.84615384615,3,3,3,3
"232",1985.88461538462,5.2,3,3,3
"233",1985.92307692308,5.7,3,3,3
"234",1985.96153846154,3,3,3,3
"235",1986,3,3,3,3
"236",1986.03846153846,3,3,3,3
"237",1986.07692307692,6,3,3,3
"238",1986.11538461538,3,3,3,3
"239",1986.15384615385,5.8,5.85,3,3
"240",1986.19230769231,3,3,3,3
"241",1986.23076923077,5.54,5.63333333333333,3,3
"242",1986.26923076923,3,3,3,3
"243",1986.30769230769,3,3,3,3
"244",1986.34615384615,5.6,3,3,3
"245",1986.38461538462,3,6.2,3,6.55
"246",1986.42307692308,5.4,3,3,3
"247",1986.46153846154,3,5.1,3,3
"248",1986.5,3,3,3,3
"249",1986.53846153846,5.3,3,3,3
"250",1986.57692307692,5.8,3,3,3
"251",1986.61538461538,3,5.4,3,3
"252",1986.65384615385,3,3,3,3
"253",1986.69230769231,3,3,3,3
"254",1986.73076923077,5.2,3,3,3
"255",1986.76923076923,3,3,3,3
"256",1986.80769230769,5.3,3,3,3
"257",1986.84615384615,3,3,3,5
"258",1986.88461538462,6.35,3,3,3
"259",1986.92307692308,3,3,3,3
"260",1986.96153846154,3,5.1,3,3
"261",1987,3,3,3,3
"262",1987.03846153846,5.8,5.7,3,3
"263",1987.07692307692,3,3,3,3
"264",1987.11538461538,3,6,3,3
"265",1987.15384615385,5.6,3,3,3
"266",1987.19230769231,3,3,3,3
"267",1987.23076923077,3,3,3,3
"268",1987.26923076923,3,3,3,3
"269",1987.30769230769,3,5.2,3,3
"270",1987.34615384615,5.2,6.8,3,5.3
"271",1987.38461538462,5.2,3,3,3
"272",1987.42307692308,3,3,3,3
"273",1987.46153846154,6.2,6.05,3,5.4
"274",1987.5,3,5.1,3,3
"275",1987.53846153846,5.7,3,3,3
"276",1987.57692307692,3,3,3,3
"277",1987.61538461538,3,3,3,3
"278",1987.65384615385,3,3,3,3
"279",1987.69230769231,3,3,3,3
"280",1987.73076923077,3,3,3,3
"281",1987.76923076923,3,3,3,3
"282",1987.80769230769,5.2,5.15,3,3
"283",1987.84615384615,3,3,3,3
"284",1987.88461538462,5.1,3,3,3
"285",1987.92307692308,3,3,3,3
"286",1987.96153846154,3,5.2,3,3
"287",1988,3,5.4,3,3
"288",1988.03846153846,3,3,3,3
"289",1988.07692307692,3,5.8,3,3
"290",1988.11538461538,5.6,3,3,3
"291",1988.15384615385,3,3,3,3
"292",1988.19230769231,3,3,3,3
"293",1988.23076923077,3,3,3,3
"294",1988.26923076923,5.6,3,3,3
"295",1988.30769230769,3,3,3,3
"296",1988.34615384615,3,5.4,3,3
"297",1988.38461538462,3,5.3,3,3
"298",1988.42307692308,3,3,3,3
"299",1988.46153846154,3,3,3,3
"300",1988.5,3,5.6,3,3
"301",1988.53846153846,3,3,3,3
"302",1988.57692307692,5.9,5.6,3,3
"303",1988.61538461538,3,5.25,3,3
"304",1988.65384615385,5,5.5,3,3
"305",1988.69230769231,3,3,3,3
"306",1988.73076923077,3,5.3,3,3
"307",1988.76923076923,3,3,3,3
"308",1988.80769230769,3,5.7,3,3
"309",1988.84615384615,3,5.9,3,3
"310",1988.88461538462,3,3,3,3
"311",1988.92307692308,5.2,5.7,3,3
"312",1988.96153846154,5.1,3,3,3
"313",1989,5.85,3,3,3
"314",1989.03846153846,3,5.3,3,3
"315",1989.07692307692,5.3,5.1,3,3
"316",1989.11538461538,3,3,3,3
"317",1989.15384615385,3,3,3,3
"318",1989.19230769231,3,3,3,3
"319",1989.23076923077,5.3,5.66666666666667,3,3
"320",1989.26923076923,3,5.3,3,3
"321",1989.30769230769,5.4,3,3,3
"322",1989.34615384615,3,3,3,3
"323",1989.38461538462,5.1,3,3,3
"324",1989.42307692308,3,3,3,3
"325",1989.46153846154,3,3,3,3
"326",1989.5,3,5.1,3,3
"327",1989.53846153846,3,3,3,3
"328",1989.57692307692,3,3,3,3
"329",1989.61538461538,6.6,6.4,3,3
"330",1989.65384615385,6.2,3,3,3
"331",1989.69230769231,5.3,5.5,3,3
"332",1989.73076923077,3,5.5,3,3
"333",1989.76923076923,3,3,3,3
"334",1989.80769230769,3,5.3,3,3
"335",1989.84615384615,3,5.5,3,3
"336",1989.88461538462,5.2,3,3,3
"337",1989.92307692308,3,3,3,3
"338",1989.96153846154,3,3,3,3
"339",1990,3,3,3,3
"340",1990.03846153846,3,3,3,3
"341",1990.07692307692,3,5.3,3,3
"342",1990.11538461538,3,3,3,3
"343",1990.15384615385,3,6.1,3,3
"344",1990.19230769231,3,3,3,3
"345",1990.23076923077,3,5.5,3,3
"346",1990.26923076923,3,5.5,3,3
"347",1990.30769230769,3,3,3,3
"348",1990.34615384615,3,3,3,3
"349",1990.38461538462,5.8,3,3,3
"350",1990.42307692308,3,5.2,3,3
"351",1990.46153846154,6,3,3,3
"352",1990.5,5.4,5.55,3,3
"353",1990.53846153846,3,3,3,3
"354",1990.57692307692,6.35,5.7,3,3
"355",1990.61538461538,3,5,3,3
"356",1990.65384615385,5.4,3,3,3
"357",1990.69230769231,3,5.8,3,3
"358",1990.73076923077,3,3,3,3
"359",1990.76923076923,6.1,3,3,3
"360",1990.80769230769,5.1,3,3,3
"361",1990.84615384615,3,3,3,3
"362",1990.88461538462,5.5,3,3,3
"363",1990.92307692308,3,3,3,3
"364",1990.96153846154,5.94444444444444,5.4,3,3
"365",1991,5.9,3,3,3
"366",1991.03846153846,3,3,3,3
"367",1991.07692307692,3,5.6,3,3
"368",1991.11538461538,3,3,3,3
"369",1991.15384615385,3,3,3,3
"370",1991.19230769231,3,3,3,3
"371",1991.23076923077,5.45,6.4,3,3
"372",1991.26923076923,3,3,3,3
"373",1991.30769230769,3,6.1,3,3
"374",1991.34615384615,3,3,3,3
"375",1991.38461538462,3,3,3,3
"376",1991.42307692308,3,3,3,3
"377",1991.46153846154,5.56666666666667,3,3,3
"378",1991.5,3,3,3,3
"379",1991.53846153846,3,3,3,3
"380",1991.57692307692,3,3,3,3
"381",1991.61538461538,3,5.7,3,3
"382",1991.65384615385,3,3,3,3
"383",1991.69230769231,5.4,3,3,3
"384",1991.73076923077,3,3,3,3
"385",1991.76923076923,3,5.4,3,3
"386",1991.80769230769,3,3,3,3
"387",1991.84615384615,3,3,3,3
"388",1991.88461538462,3,3,3,3
"389",1991.92307692308,3,3,3,3
"390",1991.96153846154,3,3,3,3
"391",1992,3,3,3,3
"392",1992.03846153846,3,3,3,3
"393",1992.07692307692,5.4,3,3,3
"394",1992.11538461538,3,5.3,3,3
"395",1992.15384615385,3,3,3,3
"396",1992.19230769231,3,5.4,3,3
"397",1992.23076923077,5.35,6.15,3,3
"398",1992.26923076923,3,3,3,3
"399",1992.30769230769,5.9,6.1,3,3
"400",1992.34615384615,5.6,3,3,3
"401",1992.38461538462,3,3,3,3
"402",1992.42307692308,5.53333333333333,5.5,3,3
"403",1992.46153846154,5.3,3,3,3
"404",1992.5,3,3,3,3
"405",1992.53846153846,3,3,3,3
"406",1992.57692307692,3,3,3,3
"407",1992.61538461538,3,5.5,3,3
"408",1992.65384615385,3,5.1,3,3
"409",1992.69230769231,5.75,3,3,3
"410",1992.73076923077,3,3,3,3
"411",1992.76923076923,6.25,3,3,3
"412",1992.80769230769,5.2,3,3,3
"413",1992.84615384615,3,3,3,3
"414",1992.88461538462,3,5.1,3,3
"415",1992.92307692308,3,3,3,3
"416",1992.96153846154,3,3,3,3
"417",1993,3,3,3,3
"418",1993.03846153846,3,3,3,3
"419",1993.07692307692,5.7,3,3,3
"420",1993.11538461538,3,3,3,3
"421",1993.15384615385,3,3,3,3
"422",1993.19230769231,3,3,3,3
"423",1993.23076923077,3,3,3,3
"424",1993.26923076923,5.3,3,3,3
"425",1993.30769230769,5.5,3,3,3
"426",1993.34615384615,5.5,3,3,3
"427",1993.38461538462,6.75,3,3,3
"428",1993.42307692308,3,3,3,3
"429",1993.46153846154,3,3,3,3
"430",1993.5,3,3,3,3
"431",1993.53846153846,3,5.5,3,3
"432",1993.57692307692,3,3,3,3
"433",1993.61538461538,3,6.4,3,3
"434",1993.65384615385,3,3,3,3
"435",1993.69230769231,5.3,5.35,3,3
"436",1993.73076923077,3,3,3,3
"437",1993.76923076923,3,5.2,3,3
"438",1993.80769230769,3,3,3,3
"439",1993.84615384615,5.4,3,3,3
"440",1993.88461538462,3,3,3,3
"441",1993.92307692308,3,3,3,3
"442",1993.96153846154,3,5.7,3,3
"443",1994,3,3,3,3
"444",1994.03846153846,3,3,3,3
"445",1994.07692307692,5.5,5.3,3,3
"446",1994.11538461538,3,3,3,3
"447",1994.15384615385,3,3,3,3
"448",1994.19230769231,3,3,3,3
"449",1994.23076923077,5.5,3,3,3
"450",1994.26923076923,3,3,3,3
"451",1994.30769230769,6.05,5.75,3,3
"452",1994.34615384615,3,3,3,3
"453",1994.38461538462,3,5.5,3,3
"454",1994.42307692308,6.08571428571429,6,3,3
"455",1994.46153846154,5.6,5.6,3,3
"456",1994.5,3,5.3,3,3
"457",1994.53846153846,3,3,3,3
"458",1994.57692307692,3,3,3,3
"459",1994.61538461538,3,3,3,3
"460",1994.65384615385,5.7,3,3,3
"461",1994.69230769231,6.05,3,3,3
"462",1994.73076923077,5.2,3,3,3
"463",1994.76923076923,3,3,3,3
"464",1994.80769230769,5.2,3,3,3
"465",1994.84615384615,5.2,5.6,3,3
"466",1994.88461538462,3,3,3,3
"467",1994.92307692308,3,3,3,3
"468",1994.96153846154,5.3,3,3,3
"469",1995,3,3,3,3
"470",1995.03846153846,5.6,5.1,3,3
"471",1995.07692307692,3,3,3,3
"472",1995.11538461538,3,3,3,3
"473",1995.15384615385,6.2,5,3,3
"474",1995.19230769231,3,5.4,3,3
"475",1995.23076923077,3,5.05,3,3
"476",1995.26923076923,5.45,3,3,3
"477",1995.30769230769,3,5.2,3,3
"478",1995.34615384615,5.2,5.2,3,3
"479",1995.38461538462,5,3,3,3
"480",1995.42307692308,5.7,5.8,3,3
"481",1995.46153846154,3,3,3,3
"482",1995.5,5.66666666666667,5.2,3,3
"483",1995.53846153846,3,3,3,3
"484",1995.57692307692,5.3,3,3,3
"485",1995.61538461538,3,3,3,3
"486",1995.65384615385,5.5,3,3,3
"487",1995.69230769231,3,3,3,3
"488",1995.73076923077,3,3,3,3
"489",1995.76923076923,3,3,3,3
"490",1995.80769230769,6.09166666666667,3,3,3
"491",1995.84615384615,5.56666666666667,3,3,3
"492",1995.88461538462,3,3,3,3
"493",1995.92307692308,3,3,3,3
"494",1995.96153846154,5.2,5.5,3,3
"495",1996,3,3,3,3
"496",1996.03846153846,5.1,3,3,3
"497",1996.07692307692,3,3,3,3
"498",1996.11538461538,3,5.1,3,3
"499",1996.15384615385,3,3,3,3
"500",1996.19230769231,6.13333333333333,3,3,3
"501",1996.23076923077,3,3,3,3
"502",1996.26923076923,5.7,3,3,3
"503",1996.30769230769,5.2,3,5.6,3
"504",1996.34615384615,5.4,5,3,3
"505",1996.38461538462,4.6,3,3,3
"506",1996.42307692308,5.7,3,3,3
"507",1996.46153846154,5.35,3,3,3
"508",1996.5,3,3,3,3
"509",1996.53846153846,3,3,3,3
"510",1996.57692307692,3,5.4,3,3
"511",1996.61538461538,5.6,3,3,3
"512",1996.65384615385,3,3,3,3
"513",1996.69230769231,6.05,6,3,3
"514",1996.73076923077,5.6,3,3,3
"515",1996.76923076923,3,3,3,3
"516",1996.80769230769,3,3,3,3
"517",1996.84615384615,3,3,3,3
"518",1996.88461538462,5.9,3,3,3
"519",1996.92307692308,5.2,5.2,3,3
"520",1996.96153846154,3,3,3,3
"521",1997,3,5.2,3,3
"522",1997.03846153846,5.2,3,3,3
"523",1997.07692307692,6.2,5.8,3,3
"524",1997.11538461538,3,3,3,3
"525",1997.15384615385,3,3,3,3
"526",1997.19230769231,5.4,3,3,3
"527",1997.23076923077,5.1,3,3,3
"528",1997.26923076923,5.5,3,3,3
"529",1997.30769230769,5.35,5.8,3,3
"530",1997.34615384615,5.1,5,3,3
"531",1997.38461538462,3,3,3,3
"532",1997.42307692308,5.5,5.8,3,3
"533",1997.46153846154,3,5,3,3
"534",1997.5,3,5.3,3,3
"535",1997.53846153846,5.1,5.55,3,3
"536",1997.57692307692,3,3,3,3
"537",1997.61538461538,6.1,3,3,3
"538",1997.65384615385,5.4,5.3,3,3
"539",1997.69230769231,3,3,3,3
"540",1997.73076923077,3,5.5,3,3
"541",1997.76923076923,3,3,3,3
"542",1997.80769230769,3,5.5,3,3
"543",1997.84615384615,3,3,3,3
"544",1997.88461538462,3,3,3,3
"545",1997.92307692308,3,5.2,3,3
"546",1997.96153846154,3,3,3,3
"547",1998,3,3,3,3
"548",1998.03846153846,3,3,3,3
"549",1998.07692307692,3,5.2,3,3
"550",1998.11538461538,3,3,3,3
"551",1998.15384615385,3,3,3,3
"552",1998.19230769231,5.75,3,3,3
"553",1998.23076923077,3,3,3,3
"554",1998.26923076923,3,3,3,3
"555",1998.30769230769,3,3,3,3
"556",1998.34615384615,3,6.575,3,3
"557",1998.38461538462,5.13333333333333,5,3,3
"558",1998.42307692308,3,5.2,3,3
"559",1998.46153846154,3,5.4,3,3
"560",1998.5,5.5,3,3,3
"561",1998.53846153846,3,5.25,3,3
"562",1998.57692307692,3,5.96666666666667,3,3
"563",1998.61538461538,3,5.3,3,3
"564",1998.65384615385,3,3,3,3
"565",1998.69230769231,3,5.3,3,3
"566",1998.73076923077,5.2,3,3,3
"567",1998.76923076923,3,3,6.1,3
"568",1998.80769230769,3,5.3,3,3
"569",1998.84615384615,3,5.2,3,3
"570",1998.88461538462,5.3,6.25,3,3
"571",1998.92307692308,3,5.3,3,3
"572",1998.96153846154,5.2,5.2,3,3
"573",1999,3,5.1,3,3
"574",1999.03846153846,3,3,3,3
"575",1999.07692307692,3,3,3,3
"576",1999.11538461538,3,5.95,3,3
"577",1999.15384615385,5.85,3,3,3
"578",1999.19230769231,3,3,3,3
"579",1999.23076923077,5.6,3,3,3
"580",1999.26923076923,3,3,3,3
"581",1999.30769230769,3,3,3,3
"582",1999.34615384615,5.5,3,3,3
"583",1999.38461538462,3,3,3,3
"584",1999.42307692308,3,5.3,3,3
"585",1999.46153846154,3,3,3,3
"586",1999.5,3,3,3,3
"587",1999.53846153846,3,3,3,3
"588",1999.57692307692,3,4.9,3,3
"589",1999.61538461538,3,3,3,3
"590",1999.65384615385,3,5.65,3,3
"591",1999.69230769231,5.4,3,3,3
"592",1999.73076923077,5.8,6.09090909090909,3,3
"593",1999.76923076923,5.1,5.2,3,3
"594",1999.80769230769,5.33333333333333,5.53333333333333,3,3
"595",1999.84615384615,6.3,5.53333333333333,3,3
"596",1999.88461538462,3,3,3,3
"597",1999.92307692308,3,3,3,3
"598",1999.96153846154,3,3,3,3
"599",2000,3,5.4,3,3
"600",2000.03846153846,3,3,3,3
"601",2000.07692307692,5.9,3,3,6
"602",2000.11538461538,3,3,3,3
"603",2000.15384615385,3,5.2,3,3
"604",2000.19230769231,3,3,3,3
"605",2000.23076923077,3,3,3,3
"606",2000.26923076923,3,3,3,3
"607",2000.30769230769,3,5,3,3
"608",2000.34615384615,3,3,3,3
"609",2000.38461538462,3,5.4,3,3
"610",2000.42307692308,3,3,3,3
"611",2000.46153846154,5.9,6.04285714285714,3,3
"612",2000.5,3,3,3,3
"613",2000.53846153846,5.45,3,3,3
"614",2000.57692307692,6.4,5.64,3,3
"615",2000.61538461538,5.55,3,3,3
"616",2000.65384615385,5.3,3,3,3
"617",2000.69230769231,3,5.8,3,3
"618",2000.73076923077,5.2,3,3,3
"619",2000.76923076923,5.575,5.2,3,3
"620",2000.80769230769,3,3,3,3
"621",2000.84615384615,3,3,3,3
"622",2000.88461538462,5.7,5.6,3,3
"623",2000.92307692308,3,3,3,3
"624",2000.96153846154,5.4,5.5,3,3
"625",2001,3,5.3,3,3
"626",2001.03846153846,3,5.45,3,3
"627",2001.07692307692,3,3,3,3
"628",2001.11538461538,5.56666666666667,3,3,3
"629",2001.15384615385,5.25,5.1,3,3
"630",2001.19230769231,5.5,5.2,3,3
"631",2001.23076923077,3,5.65,3,3
"632",2001.26923076923,3,3,3,3
"633",2001.30769230769,3,3,3,3
"634",2001.34615384615,3,5.4,3,3
"635",2001.38461538462,5.1,5.1,3,3
"636",2001.42307692308,3,3,3,3
"637",2001.46153846154,5.66666666666667,5.35,3,3
"638",2001.5,5.1,5.2,3,3
"639",2001.53846153846,5.3,3,3,3
"640",2001.57692307692,3,3,3,3
"641",2001.61538461538,3,3,3,3
"642",2001.65384615385,3,5.6,3,3
"643",2001.69230769231,5,3,3,3
"644",2001.73076923077,3,3,3,3
"645",2001.76923076923,3,5,3,3
"646",2001.80769230769,3,3,3,3
"647",2001.84615384615,3,5.4,3,3
"648",2001.88461538462,5.1,5.4,3,3
"649",2001.92307692308,5.6,5.43333333333333,3,3
"650",2001.96153846154,6.425,3,3,3
"651",2002,4.9,5.13333333333333,3,3
"652",2002.03846153846,3,5.3,3,3
"653",2002.07692307692,5.4,3,3,3
"654",2002.11538461538,5.65,5.4,3,3
"655",2002.15384615385,3,3,3,3
"656",2002.19230769231,3,5.6,3,3
"657",2002.23076923077,6.4,6.4,3,3
"658",2002.26923076923,6.5,3,3,3
"659",2002.30769230769,5,3,3,3
"660",2002.34615384615,5.2,3,3,3
"661",2002.38461538462,3,5.82,3,3
"662",2002.42307692308,5.7,3,3,3
"663",2002.46153846154,5.1,3,3,3
"664",2002.5,3,3,3,3
"665",2002.53846153846,5.375,3,3,3
"666",2002.57692307692,5.2,5.1,3,3
"667",2002.61538461538,5.1,3,3,3
"668",2002.65384615385,3,5.5,3,3
"669",2002.69230769231,5.4,3,3,3
"670",2002.73076923077,5.1,5.5,3,3
"671",2002.76923076923,3,5,3,3
"672",2002.80769230769,3,3,3,3
"673",2002.84615384615,5.25,5.2,3,3
"674",2002.88461538462,3,5.1,3,3
"675",2002.92307692308,5.1,3,3,3
"676",2002.96153846154,3,3,3,3
"677",2003,3,5.1,3,3
"678",2003.03846153846,3,5.4,3,3
"679",2003.07692307692,3,5.3,3,3
"680",2003.11538461538,3,5.1,3,3
"681",2003.15384615385,3,3,3,3
"682",2003.19230769231,5.45,3,3,3
"683",2003.23076923077,3,3,3,3
"684",2003.26923076923,3,5.6,3,3
"685",2003.30769230769,3,3,3,3
"686",2003.34615384615,4.9,3,3,3
"687",2003.38461538462,5.2,5.1,3,3
"688",2003.42307692308,3,3,3,3
"689",2003.46153846154,5.66666666666667,5.3,3,3
"690",2003.5,3,3,3,3
"691",2003.53846153846,5.5,5.5,3,3
"692",2003.57692307692,3,3,3,3
"693",2003.61538461538,5.2,3,3,3
"694",2003.65384615385,5.45,5.1,3,3
"695",2003.69230769231,3,5.1,3,3
